rid	C16_Down_LUT_Down	C16_Down_LUT_NA	C16_NA_LUT_Down	C16_NA_LUT_Up	C16_Up_LUT_NA	C16_Up_LUT_Up	PeakID
MIR548AI	0	0	0	0	0	1	0
MIR548AP	0	0	1	0	0	0	0
MIR548AS	0	0	0	0	0	1	0
MIR548AU	0	0	0	1	0	1	0
MIR548BB	0	0	0	1	0	0	0
MIR548F2	0	0	0	1	1	0	0
MIR548F3	0	0	0	0	1	0	0
MIR548F5	0	0	0	1	0	0	0
MIR548G	0	0	0	1	0	0	0
MIR548I1	0	0	0	1	0	0	0
MIR548I2	0	0	0	0	0	1	0
MIR548I4	0	0	0	1	0	0	0
MIR548P	0	0	0	1	0	0	0
MIR548Q	0	0	0	0	1	0	0
MIR548W	0	0	0	0	1	0	0
MIR551B	0	0	0	1	0	1	0
MIR5580	0	0	0	1	0	0	0
MIR5680	0	0	0	1	0	0	0
MIR5689	0	0	0	1	0	0	0
MIR569	0	0	0	1	0	1	0
MIR5702	0	0	0	1	0	0	0
MIR5704	0	0	0	1	1	0	0
MIR5706	0	0	0	1	0	0	0
MIR5739	0	0	0	0	0	1	0
MIR577	0	0	0	0	0	1	0
MIR584	0	0	0	1	1	0	0
MIR588	0	0	0	0	1	0	0
MIR591	0	0	0	1	0	0	0
MIR592	0	0	0	1	0	0	0
MIR603	0	0	0	0	0	1	0
MIR6073	0	0	0	1	0	0	0
MIR6085	0	0	0	0	1	0	0
MIR6130	0	0	0	0	1	0	0
MIR6134	0	0	0	1	0	0	0
MIR617	0	0	0	1	0	0	0
MIR620	0	0	0	0	1	1	0
MIR622	0	0	0	0	1	0	0
MIR663AHG	0	0	0	1	0	1	0
MIR6868	0	0	0	0	1	0	0
MIR6870	0	0	0	0	0	1	0
MIR7156	0	0	0	1	0	0	0
MIR7702	0	0	0	0	1	0	0
MIR8055	0	0	0	0	1	0	0
MIR8056	0	0	0	1	0	0	0
MIR8062	0	0	0	0	1	0	0
MIR8068	0	0	0	0	1	0	0
MIR8080	0	0	0	1	0	0	0
MIR8082	0	0	0	0	1	0	0
MIR891A	0	0	0	0	0	1	0
MIR9-2HG	0	0	0	0	0	1	0
MIR924	0	0	0	0	1	0	0
MIRLET7I	0	0	0	1	0	0	0
MKLN1	0	0	0	1	0	0	0
MKRN9P	0	0	0	1	0	0	0
MLLT10P1	0	0	0	1	0	0	0
MLLT3	0	0	0	1	0	0	0
MLYCD	0	0	0	1	0	0	0
MMD	0	0	0	0	1	0	0
MMP16	0	0	0	0	1	0	0
MOBP	0	0	0	1	0	0	0
MPEG1	0	0	0	0	1	1	0
MPPED2	0	0	0	1	0	0	0
MRAP2	0	0	0	1	0	0	0
MREG	0	0	0	1	0	0	0
MRGPRX2	0	0	0	0	1	0	0
MROCKI	0	0	0	1	0	0	0
MRPL13	0	0	0	0	0	1	0
MRPL3	0	0	0	0	1	1	0
MRPL32	0	0	0	1	0	0	0
MRPS28	0	0	0	1	0	0	0
MRPS30	0	0	0	1	0	0	0
MSC-AS1	0	0	0	1	0	0	0
MSR1	0	0	0	1	0	0	0
MSTN	0	0	0	1	0	0	0
MSX2	0	0	0	0	1	0	0
MT1HL1	0	0	0	1	0	0	0
MTCL1	0	0	0	0	1	0	0
MTDH	0	0	0	0	1	0	0
MTERF1	0	0	0	0	0	1	0
MTMR12	0	0	0	1	0	0	0
MTMR2	0	0	0	1	0	0	0
MTPN	0	0	0	1	0	0	0
MTRNR2L7	0	0	0	0	1	0	0
MTRNR2L9	0	0	0	1	0	0	0
MTRR	0	0	0	1	0	0	0
MTSS1	0	0	0	1	0	0	0
MTUS1	0	0	0	1	0	0	0
MUC7	0	0	0	0	0	1	0
MUCL1	0	0	0	1	0	0	0
MUSK	0	0	0	1	1	0	0
MYADML	0	0	0	1	0	0	0
MYCBP2	0	0	0	1	0	0	0
MYO10	0	0	0	1	1	0	0
MYO16-AS1	0	0	0	1	0	0	0
MYO18B	0	0	0	0	1	0	0
N4BP1	0	0	0	0	1	0	0
NAA11	0	0	0	1	1	0	0
NAALADL2	0	0	0	0	0	1	0
NAALADL2-AS1	0	0	0	1	0	0	0
NAALADL2-AS2	0	0	0	1	0	0	0
NAB1	0	0	0	1	0	0	0
NACA2	0	0	0	1	0	0	0
NALCN-AS1	0	0	0	1	0	0	0
NAP1L3	0	0	0	1	0	0	0
NAT2	0	0	0	0	0	1	0
NAV2	0	0	0	0	1	0	0
NAV3	0	0	0	0	0	1	0
NBEA	0	0	0	0	0	1	0
NBPF15	0	0	0	1	0	0	0
NBPF19	0	0	0	1	0	0	0
NBPF22P	0	0	0	1	0	0	0
NCALD	0	0	0	1	0	0	0
NCKAP5	0	0	0	1	1	1	0
NCOA3	0	0	0	1	0	0	0
NDST4	0	0	0	1	0	0	0
NDUFAF4	0	0	0	1	0	0	0
NDUFB4	0	0	0	1	0	0	0
NDUFS4	0	0	0	1	0	0	0
NEBL	0	0	0	0	1	0	0
NECTIN1-DT	0	0	0	1	0	0	0
NECTIN3-AS1	0	0	0	1	1	0	0
NEDD1	0	0	0	0	1	0	0
NEDD4	0	0	0	1	0	0	0
NEDD4L	0	0	0	1	0	0	0
NEDD9	0	0	0	1	0	0	0
NEFL	0	0	0	0	1	0	0
NEK10	0	0	0	1	0	0	0
NEK7	0	0	0	0	1	0	0
NELL2	0	0	0	1	1	0	0
NEURL1B	0	0	0	1	0	0	0
NFIB	0	0	0	1	0	0	0
NGF-AS1	0	0	0	0	0	1	0
NHLRC3	0	0	0	0	1	0	0
NHS	0	0	0	0	1	0	0
NID2	0	0	0	1	0	0	0
NIPAL2	0	0	0	0	1	0	0
NIPSNAP3B	0	0	0	0	1	0	0
NKAIN3	0	0	0	0	1	0	0
NLGN1-AS1	0	0	0	1	1	0	0
NLK	0	0	0	1	0	0	0
NMUR2	0	0	0	1	1	0	0
NNMT	0	0	0	1	0	0	0
NNT-AS1	0	0	0	1	0	1	0
NOBOX	0	0	0	0	1	1	0
NOG	0	0	0	1	0	0	0
NOL4	0	0	0	0	0	1	0
NOS1	0	0	0	0	1	0	0
NOVA1	0	0	0	1	1	1	0
NOX3	0	0	0	1	0	0	0
NOX4	0	0	0	0	1	0	0
NPEPPS	0	0	0	1	0	0	0
NPFFR2	0	0	0	1	0	0	0
NPY2R	0	0	0	1	0	0	0
NR2C1	0	0	0	0	1	0	0
NR2F1-AS1	0	0	0	1	1	0	0
NR4A3	0	0	0	1	0	0	0
NRAD1	0	0	0	1	0	0	0
NRCAM	0	0	0	1	1	1	0
NREP	0	0	0	1	0	0	0
NRG1	0	0	0	1	1	1	0
NRG3-AS1	0	0	0	0	1	0	0
NRON	0	0	0	1	0	0	0
NRP1	0	0	0	0	1	0	0
NRSN1	0	0	0	1	0	1	0
NRXN3	0	0	0	0	1	0	0
NSG2	0	0	0	0	1	0	0
NT5DC3	0	0	0	0	1	0	0
NTRK2	0	0	0	1	0	1	0
NUAK1	0	0	0	1	0	0	0
NUBP1	0	0	0	1	0	0	0
NUDT12	0	0	0	1	1	0	0
NUP35	0	0	0	1	0	1	0
NUP93	0	0	0	1	0	0	0
NWD2	0	0	0	1	0	0	0
NXNL2	0	0	0	1	0	0	0
NYAP2	0	0	0	1	0	0	0
ODC1-DT	0	0	0	1	0	0	0
OPCML	0	0	0	1	0	0	0
OPHN1	0	0	0	1	0	0	0
OR1F1	0	0	1	0	0	0	0
OR2AG1	0	0	0	0	0	1	0
OR52K2	0	0	0	0	0	1	0
OR5A2	0	0	0	0	1	0	0
OR5E1P	0	0	0	1	0	0	0
ORC2	0	0	0	1	0	0	0
OSBPL3	0	0	0	1	0	0	0
OTOL1	0	0	0	1	1	0	0
OTP	0	0	0	1	0	0	0
OTX2-AS1	0	0	0	0	1	0	0
OVAAL	0	0	0	0	1	0	0
OXA1L	0	0	1	0	0	0	0
OXR1	0	0	0	0	1	0	0
P2RY1	0	0	0	0	1	0	0
PABPC1P2	0	0	0	1	0	0	0
PABPC5	0	0	0	1	0	0	0
PACRG	0	0	0	1	0	0	0
PACRG-AS2	0	0	0	1	0	0	0
PADI2	0	0	0	0	1	0	0
PALLD	0	0	0	0	1	0	0
PALS1	0	0	0	1	0	0	0
PAM	0	0	0	1	0	0	0
PANCR	0	0	0	0	1	0	0
PANK3	0	0	0	1	0	0	0
PAPPA	0	0	0	0	1	0	0
PAPSS1	0	0	0	1	0	0	0
PAPSS2	0	0	0	0	1	0	0
PAQR3	0	0	0	0	0	1	0
PARAIL	0	0	0	0	0	1	0
PARD3	0	0	0	1	0	0	0
PARD3B	0	0	0	1	0	0	0
PARP8	0	0	0	1	0	1	0
PAX6	0	0	0	0	0	1	0
PBX1	0	0	0	0	0	1	0
PBX3	0	0	0	1	0	0	0
PCAT1	0	0	0	0	1	1	0
PCAT18	0	0	0	0	1	0	0
PCAT4	0	0	0	0	0	1	0
PCAT5	0	0	0	1	0	0	0
PCDH17	0	0	0	1	0	0	0
PCDH19	0	0	0	1	1	0	0
PCDH7	0	0	0	0	1	0	0
PCDH9	0	0	0	1	0	1	0
PCDH9-AS2	0	0	0	1	0	0	0
PCDH9-AS4	0	0	0	1	0	0	0
PCGEM1	0	0	0	1	1	0	0
PCGF5	0	0	0	0	0	1	0
PCNX1	0	0	0	1	0	0	0
PCNX2	0	0	0	0	1	0	0
PCNX4	0	0	0	1	0	0	0
PCOLCE2	0	0	0	1	0	0	0
PCP4	0	0	0	0	1	0	0
PCTP	0	0	0	1	0	0	0
PDE3A	0	0	0	1	1	0	0
PDE4B-AS1	0	0	0	1	0	0	0
PDE7B-AS1	0	0	0	1	0	0	0
PDE8A	0	0	0	1	0	0	0
PDGFC	0	0	0	0	1	0	0
PDHA1	0	0	0	1	0	0	0
PDHX	0	0	0	1	0	0	0
PDPN	0	0	0	1	0	0	0
PDSS2	0	0	0	0	1	0	0
PDYN	0	0	0	0	1	0	0
PDZRN3	0	0	0	1	0	0	0
PDZRN4	0	0	0	1	0	0	0
PECAM1	0	0	0	0	0	1	0
PELI2	0	0	0	1	0	0	0
PENK	0	0	0	1	0	0	0
PER3P1	0	0	0	1	0	0	0
PEX14	0	0	0	1	0	0	0
PEX2	0	0	0	1	0	0	0
PGBP	0	0	0	0	1	0	0
PGM5-AS1	0	0	0	0	1	0	0
PHACTR1	0	0	0	1	0	0	0
PHEX	0	0	0	1	0	0	0
PHF14	0	0	0	0	0	1	0
PHLPP1	0	0	0	0	0	1	0
PI15	0	0	0	0	0	1	0
PID1	0	0	0	1	1	0	0
PIK3C2G	0	0	0	1	0	0	0
PIK3C3	0	0	0	1	0	0	0
PIK3CB	0	0	0	1	0	0	0
PINLYP	0	0	1	0	0	0	0
PIP4P2	0	0	0	1	0	0	0
PIRT	0	0	0	0	1	0	0
PIWIL4-AS1	0	0	0	1	0	0	0
PKIA	0	0	0	1	0	0	0
PKNOX2	0	0	0	0	1	0	0
PLA2G2E	0	0	0	1	0	0	0
PLAAT1	0	0	0	0	0	1	0
PLCB1-IT1	0	0	0	1	0	0	0
PLEK	0	0	0	0	0	1	0
PLEKHA5	0	0	0	1	1	0	0
PLEKHG7	0	0	0	1	0	0	0
PLEKHM3	0	0	0	1	0	0	0
PLOD2	0	0	0	1	0	0	0
PLPP3	0	0	0	1	0	0	0
PLPPR1	0	0	0	0	1	0	0
PLPPR4	0	0	0	1	0	0	0
PLS3	0	0	0	0	1	0	0
PLXNA2	0	0	0	0	1	0	0
PLXNA4	0	0	0	1	0	0	0
PNMA8A	0	0	1	0	0	0	0
PNOC	0	0	0	1	0	0	0
PODXL	0	0	0	1	0	0	0
POGK	0	0	0	1	0	0	0
POLR3B	0	0	0	1	0	0	0
POM121L12	0	0	0	1	0	0	0
POTEA	0	0	0	1	0	0	0
POU1F1	0	0	0	0	1	0	0
POU2F3	0	0	1	0	0	0	0
POU3F4	0	0	0	1	1	0	0
PPARGC1A	0	0	0	1	1	0	0
PPEF1	0	0	0	0	1	0	0
PPFIA2	0	0	0	1	0	0	0
PPM1E	0	0	0	1	0	0	0
PPP1R14C	0	0	0	1	0	0	0
PPP1R17	0	0	0	0	0	1	0
PPP1R1C	0	0	0	1	0	0	0
PPP1R21	0	0	0	1	0	0	0
PPP1R2P2	0	0	0	0	1	0	0
PPP2R1B	0	0	0	1	0	0	0
PPP2R2B	0	0	0	0	1	0	0
PPP2R2B-IT1	0	0	0	0	0	1	0
PPP2R3B	0	0	0	1	0	0	0
PPP4R3C	0	0	0	1	0	0	0
PRDM1	0	0	0	1	1	0	0
PRDM14	0	0	0	0	1	0	0
PRDM5	0	0	0	1	0	0	0
PRDM8	0	0	0	0	1	0	0
PRDM9	0	0	0	1	1	0	0
PREP	0	0	0	1	0	0	0
PRICKLE1	0	0	0	0	1	0	0
PRICKLE2	0	0	0	1	0	0	0
PRIMA1	0	0	0	0	1	0	0
PRKCE	0	0	0	0	1	1	0
PRKCH	0	0	0	0	1	0	0
PRKD1	0	0	0	1	0	0	0
PRLHR	0	0	0	0	0	1	0
PROKR2	0	0	0	1	0	0	0
PROS1	0	0	0	0	1	0	0
PRPSAP1	0	0	0	1	0	0	0
PRR16	0	0	0	1	1	0	0
PRSS12	0	0	0	0	0	1	0
PRSS23	0	0	0	1	0	0	0
PRTFDC1	0	0	0	1	0	0	0
PSD3	0	0	0	1	0	0	0
PSG1	0	0	0	1	0	0	0
PSKH2	0	0	0	0	0	1	0
PTN	0	0	0	1	0	0	0
PTPN13	0	0	0	1	0	0	0
PTPN20	0	0	0	0	1	0	0
PTPRB	0	0	0	1	0	0	0
PTPRC	0	0	0	1	0	0	0
PTPRD	0	0	0	1	0	1	0
PTPRD-AS1	0	0	0	1	0	0	0
PTPRG-AS1	0	0	0	0	0	1	0
PTPRK	0	0	0	0	0	1	0
PTPRK-AS1	0	0	0	1	0	0	0
PTPRO	0	0	0	1	0	0	0
PTPRQ	0	0	0	0	1	0	0
PTPRZ1	0	0	0	0	0	1	0
PTTG2	0	0	0	0	1	0	0
PUM3	0	0	0	0	1	1	0
PURG	0	0	0	1	0	0	0
PURPL	0	0	0	0	0	1	0
PWP1	0	0	0	1	0	0	0
PWWP2A	0	0	0	0	0	1	0
PXDN	0	0	1	0	0	0	0
PXDNL	0	0	0	1	0	1	0
RAB22A	0	0	0	1	0	0	0
RAB27B	0	0	0	0	1	0	0
RAB28	0	0	0	1	0	0	0
RAB43	0	0	0	1	0	0	0
RABGAP1	0	0	0	0	1	0	0
RABGAP1L	0	0	0	0	1	0	0
RAD51AP2	0	0	0	1	0	0	0
RAD51B	0	0	0	1	0	0	0
RAI2	0	0	0	0	0	1	0
RALBP1	0	0	0	0	1	0	0
RALGPS1	0	0	0	1	1	0	0
RAP2B	0	0	0	1	0	0	0
RARB	0	0	0	1	1	0	0
RASAL2	0	0	0	1	0	0	0
RASD1	0	0	0	1	0	0	0
RASEF	0	0	0	1	1	0	0
RASGEF1B	0	0	0	1	1	1	0
RASSF10	0	0	0	0	1	0	0
RASSF3	0	0	0	1	0	0	0
RBM20	0	0	0	0	0	1	0
RBM26	0	0	0	1	0	0	0
RBM43	0	0	0	1	1	0	0
RBP2	0	0	0	1	1	0	0
RBP4	0	0	0	1	0	0	0
RCN1	0	0	0	0	1	0	0
RDH14	0	0	0	0	1	0	0
RDUR	0	0	0	0	1	0	0
REDIC1	0	0	0	1	0	0	0
REG1B	0	0	0	0	0	1	0
RERGL	0	0	0	0	1	0	0
RESF1	0	0	0	1	0	0	0
RETREG1	0	0	0	1	0	0	0
REXO2	0	0	0	0	0	1	0
RFFL	0	0	0	0	1	0	0
RFK	0	0	0	1	0	0	0
RFTN1	0	0	0	1	0	0	0
RFX3	0	0	0	0	1	0	0
RFX4	0	0	0	1	0	0	0
RGL1	0	0	0	0	1	0	0
RGMB	0	0	0	1	0	0	0
RGS6	0	0	0	0	0	1	0
RGS9	0	0	0	1	0	0	0
RGSL1	0	0	0	1	0	0	0
RHOH	0	0	0	0	1	0	0
RIMS1	0	0	0	1	0	0	0
RIOK2	0	0	0	1	0	0	0
RIPOR2	0	0	0	1	0	0	0
RIT2	0	0	0	1	1	0	0
RN7SK	0	0	0	1	0	0	0
RNF145	0	0	0	1	0	0	0
RNF152	0	0	0	1	1	0	0
RNF187	0	0	0	1	0	0	0
RNF207	0	0	1	0	0	0	0
RNF217	0	0	0	1	0	0	0
RNU6-2	0	0	0	1	1	0	0
ROBO1	0	0	0	1	0	0	0
ROBO2	0	0	0	1	0	1	0
RPA3	0	0	0	1	0	0	0
RPGRIP1L	0	0	0	1	0	0	0
RPH3A	0	0	0	0	0	1	0
RPL10L	0	0	0	1	0	0	0
RPL13AP17	0	0	0	1	1	0	0
RPL22L1	0	0	0	1	0	0	0
RPS29	0	0	0	1	1	0	0
RPS6KA3	0	0	0	1	1	0	0
RRM1	0	0	0	1	0	0	0
RSU1	0	0	0	1	0	0	0
RTL3	0	0	0	1	0	0	0
RTL6	0	0	0	1	0	0	0
RUNX1	0	0	0	1	0	0	0
RUNX1T1	0	0	0	1	1	1	0
RUVBL1	0	0	0	1	0	0	0
RXRA	0	0	0	1	0	0	0
RYBP	0	0	0	1	0	0	0
RYR2	0	0	0	1	0	1	0
S100A10	0	0	0	0	1	0	0
S1PR1-DT	0	0	0	1	0	0	0
SAMD12-AS1	0	0	0	0	1	0	0
SAMD9L	0	0	0	0	1	0	0
SASH1	0	0	0	1	0	0	0
SAYSD1	0	0	0	0	1	0	0
SCAF11	0	0	0	1	0	0	0
SCARNA18	0	0	0	0	1	0	0
SCAT8	0	0	0	1	0	0	0
SCD5	0	0	0	1	0	0	0
SCEL	0	0	0	0	1	0	0
SCG2	0	0	0	1	0	0	0
SCGB1C2	0	0	1	0	0	0	0
SCGN	0	0	0	0	1	0	0
SCOC	0	0	0	1	0	0	0
SCP2D1-AS1	0	0	0	0	0	1	0
SDK1	0	0	0	0	1	0	0
SDR16C5	0	0	0	0	1	0	0
SEC61G-DT	0	0	0	1	0	0	0
SEMA3A	0	0	0	1	0	0	0
SEMA3C	0	0	0	1	1	1	0
SEMA3D	0	0	0	1	0	0	0
SEMA3E	0	0	0	1	1	0	0
SEMA4D	0	0	0	1	0	0	0
SEMA5A-AS1	0	0	0	0	1	0	0
SEMA6D	0	0	0	1	1	0	0
SEPTIN5	0	0	0	1	0	1	0
SERGEF	0	0	0	0	0	1	0
SERINC5	0	0	0	0	0	1	0
SERP2	0	0	0	1	0	0	0
SERPINB9	0	0	0	1	0	0	0
SERPINE2	0	0	0	1	1	0	0
SERPINI1	0	0	0	1	0	0	0
SEZ6L	0	0	0	1	0	1	0
SFTA1P	0	0	0	1	0	0	0
SFTA3	0	0	0	1	0	0	0
SGCD	0	0	0	0	0	1	0
SGCG	0	0	0	0	0	1	0
SGPP2	0	0	0	0	1	0	0
SH3BGRL	0	0	0	1	0	0	0
SH3GL2	0	0	0	1	0	0	0
SH3RF2	0	0	0	0	1	0	0
SHCBP1L	0	0	0	0	1	0	0
SHISA3	0	0	0	1	0	1	0
SHISA4	0	0	0	1	0	0	0
SHTN1	0	0	0	0	0	1	0
SIL1	0	0	0	0	1	0	0
SIM2	0	0	0	1	0	0	0
SIPA1L2	0	0	0	1	1	0	0
SKA1	0	0	0	1	0	0	0
SKAP2	0	0	0	0	0	1	0
SKP1P2	0	0	0	0	1	0	0
SLC10A2	0	0	0	0	0	1	0
SLC13A1	0	0	0	1	0	0	0
SLC13A4	0	0	0	1	0	0	0
SLC16A7	0	0	0	1	0	0	0
SLC1A3	0	0	0	1	1	0	0
SLC22A16	0	0	0	1	0	0	0
SLC24A3-AS1	0	0	0	0	0	1	0
SLC25A13	0	0	0	0	1	0	0
SLC25A36	0	0	0	1	0	0	0
SLC25A46	0	0	0	0	1	1	0
SLC26A7	0	0	0	1	0	0	0
SLC28A3	0	0	0	1	0	0	0
SLC2A10	0	0	0	1	0	0	0
SLC2A12	0	0	0	1	0	0	0
SLC2A9	0	0	0	1	0	0	0
SLC31A1	0	0	0	1	0	0	0
SLC35B3	0	0	0	1	0	0	0
SLC35D2	0	0	0	1	0	0	0
SLC39A10	0	0	0	0	0	1	0
SLC39A8	0	0	0	1	1	0	0
SLC40A1	0	0	0	1	0	0	0
SLC4A3	0	0	0	0	1	0	0
SLC66A1LP	0	0	0	1	0	0	0
SLC6A15	0	0	0	1	1	0	0
SLC7A1	0	0	0	0	1	0	0
SLC7A14	0	0	0	0	0	1	0
SLC7A14-AS1	0	0	0	1	1	1	0
SLC7A8	0	0	0	0	0	1	0
SLC8A1	0	0	0	1	0	0	0
SLC8A1-AS1	0	0	0	1	0	0	0
SLC9A9-AS1	0	0	0	0	1	0	0
SLC9C1	0	0	0	1	0	0	0
SLCO1C1	0	0	0	1	0	0	0
SLCO4C1	0	0	0	1	0	0	0
SLIT2	0	0	0	1	0	1	0
SLIT2-IT1	0	0	0	0	0	1	0
SLITRK1	0	0	0	1	0	0	0
SLITRK2	0	0	0	1	0	0	0
SLMAP	0	0	0	1	0	0	0
SLN	0	0	0	1	0	0	0
SMAD9	0	0	0	1	0	0	0
SMANTIS	0	0	0	1	0	0	0
SMCO4	0	0	0	0	1	0	0
SMIM18	0	0	0	0	0	1	0
SMLR1	0	0	0	0	1	0	0
SMPX	0	0	0	1	0	0	0
SMS	0	0	0	1	0	0	0
SNCA	0	0	0	0	1	0	0
SND1-IT1	0	0	0	1	0	0	0
SNHG27	0	0	0	1	1	0	0
SNHG8	0	0	0	1	0	0	0
SNORA107	0	0	0	1	0	0	0
SNORA108	0	0	0	0	1	0	0
SNORA120	0	0	0	1	0	0	0
SNORA20B	0	0	0	1	0	0	0
SNORA33	0	0	0	1	1	0	0
SNORA37	0	0	0	1	0	0	0
SNORA70E	0	0	0	1	0	0	0
SNORA89	0	0	0	1	1	1	0
SNORD13I	0	0	0	0	1	0	0
SNORD156	0	0	0	1	0	0	0
SNORD161	0	0	0	0	1	0	0
SNORD169	0	1	0	0	0	0	0
SNORD170	0	0	0	1	0	0	0
SNORD31B	0	0	0	0	0	1	0
SNORD3E	0	0	0	1	0	0	0
SNORD67	0	0	0	0	0	1	0
SNRK	0	0	0	0	1	0	0
SNTB1	0	0	0	1	0	0	0
SNTG1	0	0	0	0	1	0	0
SNX10-AS1	0	0	0	1	0	0	0
SNX18	0	0	0	1	0	0	0
SNX29	0	0	0	1	0	0	0
SOCS2	0	0	0	0	1	0	0
SORBS2	0	0	0	0	1	0	0
SORCS3	0	0	0	1	0	0	0
SOX2	0	0	0	1	0	0	0
SOX2-OT	0	0	0	1	0	0	0
SOX5	0	0	0	1	0	0	0
SOX6	0	0	0	1	0	0	0
SPACA1	0	0	0	0	1	0	0
SPAG17	0	0	0	1	0	0	0
SPAG9	0	0	0	0	0	1	0
SPANXN1	0	0	0	0	0	1	0
SPARCL1	0	0	0	1	0	0	0
SPATA16	0	0	0	0	0	1	0
SPATA24	0	0	0	1	0	0	0
SPATA31D1	0	0	0	1	0	0	0
SPHKAP	0	0	0	0	0	1	0
SPIC	0	0	0	0	1	0	0
SPIDR	0	0	0	1	0	0	0
SPMIP2	0	0	0	1	1	0	0
SPMIP3	0	0	0	1	0	0	0
SPOCK2	0	0	0	1	0	0	0
SPP2	0	0	0	0	1	0	0
SPRED1	0	0	0	1	0	0	0
SPRED2	0	0	0	1	0	0	0
SPRY1	0	0	0	1	0	0	0
SPTSSA	0	0	0	1	1	0	0
SRD5A3-AS1	0	0	0	1	0	0	0
SRPX	0	0	0	1	0	0	0
SRSF3P2	0	0	0	1	0	0	0
SS18	0	0	0	0	0	1	0
SSMEM1	0	0	0	1	0	0	0
SSTR3	0	0	0	0	1	0	0
ST20-AS1	0	0	0	1	0	0	0
ST3GAL3-AS1	0	0	0	1	0	0	0
ST6GAL1	0	0	0	1	0	0	0
ST6GALNAC2	0	0	1	0	0	0	0
ST6GALNAC3	0	0	0	1	0	0	0
ST7-AS2	0	0	0	1	0	0	0
ST7L	0	0	0	0	1	0	0
ST8SIA1	0	0	0	1	0	0	0
ST8SIA4	0	0	0	1	0	0	0
STARD4-AS1	0	0	0	0	1	0	0
STAU2-AS1	0	0	0	0	0	1	0
STEAP1B-AS1	0	0	0	1	0	0	0
STIM2-AS1	0	0	0	1	0	0	0
STK32A	0	0	0	1	0	0	0
STON2	0	0	0	1	0	0	0
STPG2-AS1	0	0	0	0	1	1	0
STRIT1	0	0	0	0	1	0	0
STX12	0	0	0	1	0	0	0
STX18	0	0	0	1	0	0	0
STX8	0	0	0	0	1	0	0
STXBP6	0	0	0	1	0	1	0
SUGCT	0	0	0	1	0	0	0
SUMO1P1	0	0	0	1	0	0	0
SWAP70	0	0	0	1	0	0	0
SWT1	0	0	0	1	0	0	0
SYCE1L	0	0	0	0	1	0	0
SYNDIG1	0	0	0	1	1	0	0
SYNE1	0	0	0	1	1	0	0
SYNE2	0	0	0	1	0	0	0
SYNPR-AS1	0	0	0	0	1	0	0
SYS1-DBNDD2	0	0	0	0	0	1	0
SYT1	0	0	0	1	0	1	0
SYT14	0	0	0	0	1	0	0
SYT17	0	0	0	1	0	0	0
SYT4	0	0	0	0	1	0	0
SYT9-AS1	0	0	0	0	1	0	0
TAAR2	0	0	0	1	0	0	0
TAB2	0	0	0	0	1	0	0
TANK	0	0	0	1	0	0	0
TARS1	0	0	0	1	0	0	0
TAS1R2	0	0	0	0	1	0	0
TAX1BP1	0	0	0	1	0	0	0
TBC1D14	0	0	0	1	0	0	0
TBC1D19	0	0	0	1	0	0	0
TBC1D27P	0	0	0	0	1	0	0
TBC1D30	0	0	0	0	1	0	0
TBC1D31	0	0	0	1	0	0	0
TBC1D5	0	0	0	1	0	0	0
TBC1D9	0	0	0	1	0	0	0
TBCA	0	0	0	1	0	0	0
TBX15	0	0	0	1	0	0	0
TCF12	0	0	0	1	0	0	0
TCF20	0	0	0	0	0	1	0
TCIM	0	0	0	1	0	0	0
TCP11L2	0	0	0	1	0	0	0
TDRD6-AS1	0	0	0	1	0	0	0
TEC	0	0	0	0	0	1	0
TEK	0	0	0	1	0	0	0
TENM1	0	0	0	1	0	0	0
TENM2	0	0	0	1	0	0	0
TENT5A	0	0	0	1	0	0	0
TET2	0	0	0	1	0	0	0
TEX29	0	1	0	0	0	0	0
TEX35	0	0	0	1	0	0	0
TEX36-AS1	0	0	0	0	1	0	0
TEX41	0	0	0	1	1	0	0
TEX9	0	0	0	1	0	0	0
TFDP2	0	0	0	0	1	0	0
TG	0	0	0	1	0	0	0
TGFA-IT1	0	0	0	0	1	0	0
TGFB2	0	0	0	1	0	0	0
TGFB3	0	0	0	1	0	0	0
TGFBR2	0	0	0	0	1	1	0
TGM3	0	0	0	1	0	0	0
THEMIS	0	0	0	1	0	0	0
THORLNC	0	0	0	1	0	0	0
THSD4	0	0	0	1	0	0	0
THSD4-AS2	0	0	0	1	0	0	0
THSD7A	0	0	0	0	0	1	0
THSD7B	0	0	0	0	1	1	0
THUMPD3	0	0	0	1	0	0	0
TICRR	0	0	0	1	0	0	0
TIGD2	0	0	0	1	0	0	0
TINAG	0	0	0	1	0	0	0
TJP2	0	0	0	1	0	0	0
TM4SF4	0	0	0	0	1	0	0
TMC1	0	0	0	0	1	0	0
TMC3	0	0	0	0	1	0	0
TMCC3	0	0	0	1	0	0	0
TMEFF2	0	0	0	1	0	1	0
TMEM106B	0	0	0	1	0	0	0
TMEM132D	0	0	0	0	1	0	0
TMEM135	0	0	0	1	0	0	0
TMEM161B	0	0	0	1	0	0	0
TMEM161B-DT	0	0	0	1	0	0	0
TMEM17	0	0	0	0	1	0	0
TMEM178A	0	0	0	1	0	0	0
TMEM178B	0	0	0	1	0	0	0
TMEM181	0	0	0	0	1	0	0
TMEM182	0	0	0	1	0	0	0
TMEM183BP	0	0	0	1	0	0	0
TMEM200A	0	0	0	1	0	0	0
TMEM215	0	0	0	0	1	0	0
